feature_id;pim_attribute_code;ignore_flag;feature_type;feature_name;feature_description;feature_unit
2941;icecat_2941;0;numerical;"DVI-D ports quantity";"This is the amount of DVI-I interfaces. Digital Visual Interface (DVI) is a video display interface developed by the Digital Display Working Group (DDWG). The digital interface is used to connect a video source to a display device, such as a computer monitor. DVI-D means DVI digital, which means it can only support digital, but not analog.";
11934;icecat_11934;0;;"Memo mode";;
22118;icecat_22118;0;numerical;"Battery eliminator circuit (BEC) continuous current";;A
31547;icecat_31547;0;y_n;"Hourly time signal";;
12787;icecat_12787;0;;"Precision spout";;
18079;icecat_18079;0;numerical;"Mini PCI Express (Gen 1.x) slots";;
12711;icecat_12711;0;numerical;"RMS output voltage";;V
3911;icecat_3911;0;y_n;"Carrying case";"A case in which the product can be carried.";
8432;icecat_8432;0;numerical;"Anti-Crease cycle";;min
28192;icecat_28192;0;y_n;"Ground anchor(s) included";;
12796;icecat_12796;0;;"Travel ease";;
6486;icecat_6486;0;numerical;"Height (max)";"The maximum distance from the top to the bottom of the product.";mm
26832;icecat_26832;0;y_n;"Three-tine fork";;
5608;icecat_5608;0;numerical;Borders;;mm
27205;icecat_27205;0;dropdown;"Mold material";;
21692;icecat_21692;0;y_n;"Scrub pad included";;
3773;icecat_3773;0;y_n;Resizing;;
10927;icecat_10927;0;y_n;"Cable clips";;
6286;icecat_6286;0;text;"Trimmer for eyebrows and details";;
5296;icecat_5296;0;range;"Temperature measurement range";"The minimum and maximum temperatures that can be measured.";°C
7188;icecat_7188;0;numerical;"IR emitter operating distance (max)";;m
24200;icecat_24200;0;y_n;"Temperature change resistance";;
9384;icecat_9384;0;y_n;"Combining functions";;
17902;icecat_17902;0;numerical;"Storage area";;m²
12049;icecat_12049;0;;"Voice volume indicator";;
28390;icecat_28390;0;numerical;"Compatible hose diameter";;mm
17368;icecat_17368;0;;"Last label";;
11949;icecat_11949;0;;"Carrier frequency range";;MHz
3317;icecat_3317;0;textarea;"Supported drives";;
8959;icecat_8959;0;dropdown;"DC input voltage";;V
10767;icecat_10767;0;y_n;"Emergency button";;
20863;icecat_20863;0;numerical;"Dust adapter diameter";;mm
9562;icecat_9562;0;numerical;"Number of puzzle pieces";;pc(s)
25209;icecat_25209;0;numerical;"Potassium content (per 100 g)";;mg
17959;icecat_17959;0;numerical;"Battery capacity (tablet, Watt hours)";;Wh
15735;icecat_15735;0;;"Express Wash time";;min
31148;icecat_31148;0;y_n;"Sushi mould";;
4859;icecat_4859;0;y_n;"CRT stand";;
12664;icecat_12664;0;;"Small comb";;mm
19194;icecat_19194;0;y_n;"Ground flute";;
17161;icecat_17161;0;numerical;"Number of SSDs supported";;
31212;icecat_31212;0;numerical;"L-valine content (BCAA) (per serving)";;mg
21232;icecat_21232;0;numerical;Number;;
12147;icecat_12147;0;numerical;"Cooking area";;cm²
19489;icecat_19489;0;y_n;"Auto return tonearm";;
8196;icecat_8196;0;numerical;"Number of screwdrivers";"The quantity of screwdrivers, which are a tool with a flattened or cross-shaped tip that fits into the head of a screw to turn it.";
9536;icecat_9536;0;dropdown;"Binding size";;
4466;icecat_4466;0;numerical;"Product weight (oz)";;oz
25168;icecat_25168;0;y_n;Sweat-proof;;
25029;icecat_25029;0;numerical;"Voltage rating";;V
4582;icecat_4582;0;y_n;"Luxurious and stylish design";;
4326;icecat_4326;0;text;Database;;
4815;icecat_4815;0;numerical;"Number of layers";;
1511;icecat_1511;0;text;"Transmitter output power";;
19962;icecat_19962;0;;"IR lighting";;
27845;icecat_27845;0;numerical;"Number of elastic bands";;
29317;icecat_29317;0;numerical;"Switching bandwidth";;MHz
9317;icecat_9317;0;dropdown;"Heating element type";;
24407;icecat_24407;0;;"Google toolbar";;
22651;icecat_22651;0;y_n;"CD sleeve";;
17856;icecat_17856;0;y_n;"Adjustable footrest";;
13918;icecat_13918;0;;"Battery life (Bluetooth on)";;
17768;icecat_17768;0;numerical;"Optocoupler digital inputs";;
12724;icecat_12724;0;;Dimensions;;cm
16108;icecat_16108;0;numerical;"Depth (tablet mode)";;mm
20891;icecat_20891;0;dropdown;"Angle setting type";;
24969;icecat_24969;0;numerical;"Minimum watering time";;min
19129;icecat_19129;0;y_n;"Headphone mode";;
16222;icecat_16222;0;y_n;"Notebook compartment";;
29255;icecat_29255;0;numerical;"Port frequency";;Hz
23096;icecat_23096;0;numerical;"Vibration emission (grinding)";;m/s²
7064;icecat_7064;0;text;"Number of A-boxes per layer (GB)";;
16391;icecat_16391;0;;"Front speaker dimensions (HxWxD)";;mm
17992;icecat_17992;0;;"OSD rotation";;
9017;icecat_9017;0;numerical;"On-board graphics adapter memory";;MB
2880;icecat_2880;0;2d;"Tanning field";"The area in which things can be tanned. Tanned means the browning effect that UV light has on skin.";cm
21052;icecat_21052;0;dropdown;"Swivels material";;
7991;icecat_7991;0;dropdown;"CUDA cores";;
29211;icecat_29211;0;y_n;"Tumble dry low";;
17099;icecat_17099;0;y_n;"HDMI Ethernet channel";;
12690;icecat_12690;0;;"Helps soothe teething pain";;W/kg
21645;icecat_21645;0;y_n;"Loop protection";;
9364;icecat_9364;0;y_n;"Insulated handle";;
11632;icecat_11632;0;multi_dropdown;"Light application";;
10672;icecat_10672;0;numerical;"Number of inputs";;inputs
3749;icecat_3749;0;y_n;Art;;
23252;icecat_23252;0;multi_dropdown;Games;;
30479;icecat_30479;0;numerical;"Pet lead length";;m
11509;icecat_11509;0;text;"Bristles material";;
23830;icecat_23830;0;y_n;"Hand air pump";;
7133;icecat_7133;0;numerical;"Lap history";;
25707;icecat_25707;0;y_n;Sun-proof;;
30890;icecat_30890;0;y_n;"Seedling tray included";;
17252;icecat_17252;0;;"Skip (REV)";;
7068;icecat_7068;0;y_n;"Educational DVD";;
28578;icecat_28578;0;multi_dropdown;"Supported storage drive lengths";;mm
25545;icecat_25545;0;;"Steam hose material";;
21847;icecat_21847;0;numerical;"Decoupling (outputs)";;dB
17175;icecat_17175;0;;"Android device compatibility (via Bluetooth)";;
20249;icecat_20249;0;numerical;"Graphics adapter DVI-D ports quantity";;
14421;icecat_14421;0;;"Control A1 II";;
16184;icecat_16184;0;y_n;"Multi-Room Streaming (MRS) support";;
24622;icecat_24622;0;3d;"Temperature sensor (WxDxH)";;mm
11996;icecat_11996;0;;Volumizer;;
6332;icecat_6332;0;text;"Steam boost for stubborn creases";;g/min
28874;icecat_28874;0;y_n;"Dairy free";;
9953;icecat_9953;0;numerical;"Digit pitch";;mm
4541;icecat_4541;0;y_n;Reflector;;
18627;icecat_18627;0;;"Adjustable upper basket";;
7499;icecat_7499;0;textarea;"Other features";;
31313;icecat_31313;0;numerical;"Number of feeding cups";;
15082;icecat_15082;0;;"Clean Air";;
30921;icecat_30921;0;y_n;"Cutting disc included";;
18803;icecat_18803;0;numerical;"Cross slide & upper carriage division";;mm
15201;icecat_15201;0;;"Number of tempered glass shelves (freezer)";;
2817;icecat_2817;0;numerical;"USB 2.0 connectors";"The end of a cable with a USB 2.0 connector. USB 2.0 was released in April 2000 (now called ""Hi-Speed""), adding higher maximum signaling rate of 480 Mbit/s (effective throughput up to 35 MB/s or 280 Mbit/s), in addition to the ""USB 1.x Full Speed"" signaling rate of 12 Mbit/s. USB 2.0 connectors are usually colored black.";
14966;icecat_14966;0;;"Angled connector";;
28972;icecat_28972;0;y_n;"Operation while charging";;
22833;icecat_22833;0;y_n;"Adjustable backrest";;
6995;icecat_6995;0;y_n;"Quad band (850/900/1800/1900)";;
4744;icecat_4744;0;y_n;"Tempered glass lid for monitoring cooking process";;
26934;icecat_26934;0;;"ShoulderFit hanger";;
24522;icecat_24522;0;;"FM usable sensitivity (75 ohm) (dBf)";;
24184;icecat_24184;0;y_n;"Feeding position";;
16459;icecat_16459;0;y_n;"Oven auto power off";;
29748;icecat_29748;0;;"Boot logo";;
8051;icecat_8051;0;y_n;"Hand strap";;
16100;icecat_16100;0;;"Delay end";;
5930;icecat_5930;0;text;"Minimum scan area";;""""
5931;icecat_5931;0;2d;"Minimum scan area (ADF)";;mm
10401;icecat_10401;0;numerical;"Coordinate resolution";;mm
23880;icecat_23880;0;numerical;"Number of cartridges";;
9041;icecat_9041;0;y_n;SyncML;;
27898;icecat_27898;0;y_n;"Built-in reading light";;
27277;icecat_27277;0;numerical;"Number of mugs";;
14396;icecat_14396;0;;"Still image size (13M, 3648 x 3648)";;
6505;icecat_6505;0;text;"PostScript fonts";;
18724;icecat_18724;0;numerical;"Light colour code";;
5594;icecat_5594;0;y_n;Underline;;
9759;icecat_9759;0;dropdown;"Suction port";;
11466;icecat_11466;0;y_n;"Traffic/road conditions alerts";;
25792;icecat_25792;0;;"Display dimensions";;
17627;icecat_17627;0;multi_dropdown;"Conditioner effect";;
11829;icecat_11829;0;y_n;"Automatic Voltage Regulation (AVR)";;
29021;icecat_29021;0;y_n;"Checkers included";;
2254;icecat_2254;0;dropdown;"Finish type";"The way that a product is finished e.g. a matt or gloss finish.";
3727;icecat_3727;0;y_n;"Date imprinting";;
14988;icecat_14988;0;;Bleach;;
16202;icecat_16202;0;numerical;"Number of unique fingerprints supported";;
24287;icecat_24287;0;;"Measurable data (time)";;
9929;icecat_9929;0;numerical;"Spray rate (deep cleaning)";;l/min
25021;icecat_25021;0;y_n;"Adjustable tip length";;
1775;icecat_1775;0;text;"Printing media thickness";"Physical thickness of media (paper or film) expressed in mils and microns.";µm
30895;icecat_30895;0;range;"Air suspension range";;mm
2379;icecat_2379;0;numerical;"Driver unit";;mm
28712;icecat_28712;0;numerical;"Brush head 2 diameter";;mm
24989;icecat_24989;0;dropdown;"Bed size";;
28569;icecat_28569;0;y_n;"Hard drive overwrite";;
13250;icecat_13250;0;;"Yoghurt cup included";;
11999;icecat_11999;0;;"Music streaming";;
13777;icecat_13777;0;;"Automatic phase matching";;
27160;icecat_27160;0;numerical;"Angular field of view (min magnification)";;°
1911;icecat_1911;0;text;"Projector output";;
19770;icecat_19770;0;;"Secure Digital (SD)";;
27981;icecat_27981;0;numerical;"Maximum weight capacity (per person)";;kg
15136;icecat_15136;0;;"Silver Nano health system";;
2388;icecat_2388;0;numerical;"Table size";;mm
11637;icecat_11637;0;y_n;"Low light sensitivity";;
26264;icecat_26264;0;numerical;"Maximum foam thicknes (hot knife tip)";;mm
29326;icecat_29326;0;numerical;"Number of transmission frequencies";;
10091;icecat_10091;0;multi_dropdown;"Luminance measuring units";;
4981;icecat_4981;0;y_n;"Quick charge";;
19356;icecat_19356;0;y_n;"Touchscreen compatible";;
26787;icecat_26787;0;y_n;"Active minutes";;
23851;icecat_23851;0;y_n;"Saw protective cover";;
18499;icecat_18499;0;;"Flash memory";;
22432;icecat_22432;0;y_n;Window;;
5399;icecat_5399;0;y_n;"Gift box";;
26002;icecat_26002;0;;"Touch activation";;
26984;icecat_26984;0;y_n;"Automatic buttonhole";;
21915;icecat_21915;0;y_n;Wear-resistant;;
25600;icecat_25600;0;numerical;"Recoat after";;h
13273;icecat_13273;0;;"EAN F box (China)";;
23244;icecat_23244;0;numerical;"Flight time";;min
20642;icecat_20642;0;numerical;"Maximum shelf life";;year(s)
21517;icecat_21517;0;y_n;"Flashing strobe";;
13306;icecat_13306;0;;"Quadrature Phase-Shift Keying (QPSK) demodulation";;
24460;icecat_24460;0;;"PC-in (D-Sub) + Audio in (Stereo Mini)";;
16627;icecat_16627;0;;"Dimensions with carrying case (WxHxD)";;mm
786;icecat_786;0;dropdown;"Network ready";"Indicates whether the product is network-ready out of the box.";
29406;icecat_29406;0;numerical;"Number of symbols";;
29788;icecat_29788;0;y_n;"Safety clip included";;
10470;icecat_10470;0;y_n;"Connect and play";"Easily connect all kinds of digital music players to your in-car unit including iPod, iPhone and Walkman®, as well as USB drives. Then control everything from the touch panel interface and charge as you play.";
8967;icecat_8967;0;y_n;"Automatic oiling";;
5579;icecat_5579;0;numerical;"BD-RE read speed";;x
13884;icecat_13884;0;;"PC external storage device";;
17503;icecat_17503;0;;"Time alignment";;
27567;icecat_27567;0;dropdown;"Brush head colour";;
6993;icecat_6993;0;text;"F-box dimensions (W x H x D)";;mm
16550;icecat_16550;0;y_n;Fluorescent;;
22157;icecat_22157;0;numerical;"Tire width (rear)";;mm
3830;icecat_3830;0;y_n;"MIDI in";;
7160;icecat_7160;0;y_n;"Rogue Wi-FI Access Point detection";;
13017;icecat_13017;0;numerical;"Maximum tank capacity";;L
22421;icecat_22421;0;y_n;"Pastel(s) included";;
10805;icecat_10805;0;numerical;"Resistive load (min)";;VA
431;icecat_431;0;numerical;"Hard disk average seek time";;ms
24781;icecat_24781;0;dropdown;"Side pocket type";;
15866;icecat_15866;0;;"Custom edit";;
28878;icecat_28878;0;2d;"Sandpaper size supported (WxD)";;mm
29028;icecat_29028;0;y_n;"Sudoku included";;
16711;icecat_16711;0;;"Hinged height";;
24517;icecat_24517;0;;"Russia & Ukraine safety standards";;
23740;icecat_23740;0;;"Sky 0XD3 service";;
18228;icecat_18228;0;;"Frame compensation";;
17201;icecat_17201;0;;"DVD (BD) non copy protected";;
24802;icecat_24802;0;numerical;"Internal length";;mm
10759;icecat_10759;0;numerical;"Minimum cable section";;mm²
5705;icecat_5705;0;numerical;"Shots quantity";;shots
2500;icecat_2500;0;numerical;"Freezer number of shelves/baskets";;
27063;icecat_27063;0;numerical;"Number of sounds";;
6794;icecat_6794;0;y_n;"Dynamic Video Memory Technology (DVMT)";"Dynamic Video Memory Technology (DVMT) dynamically allocates system memory for use as video memory to ensure the most efficient use of available resources for maximum 2D/3D graphics performance.";
17021;icecat_17021;0;numerical;"Distance from faucet to touch controller (max)";;mm
16275;icecat_16275;0;numerical;"3rd string gauge";;""""
11158;icecat_11158;0;dropdown;"Pick-up technology";;
5168;icecat_5168;0;text;"Wireless Music Center or PC required";;
30156;icecat_30156;0;y_n;"RS-232 via 2.5 mm";;
4893;icecat_4893;0;text;"12NC outer carton 2";;
14426;icecat_14426;0;y_n;"USB hub";;
12675;icecat_12675;0;;"Group broadcasting";;
2040;icecat_2040;0;numerical;"Printable area";;mm
15578;icecat_15578;0;;"PB zoom";;
11930;icecat_11930;0;;"Message forwarding";;
25213;icecat_25213;0;numerical;"Power consumption (red light)";;W
2285;icecat_2285;0;numerical;"Acquisition times - autolocate";;s
20752;icecat_20752;0;;"Input RN3042";;
9865;icecat_9865;0;multi_dropdown;"Displaying information type";;
11350;icecat_11350;0;y_n;"Adjustable stream height";;
8202;icecat_8202;0;y_n;"Awl included";"The product includes an awl, which is a small pointed tool used for piercing holes, especially in leather.";
27214;icecat_27214;0;y_n;"Cocoa shaker";;
14586;icecat_14586;0;;"Lighting distance (3m)";;lx
14574;icecat_14574;0;;"Refractive index";;
4670;icecat_4670;0;y_n;"Detachable power cord";;
21500;icecat_21500;0;numerical;"Adapting speed";;mm/sec
22502;icecat_22502;0;multi_dropdown;"Wine tools included";;
1962;icecat_1962;0;multi_dropdown;"Disc types supported";"The types of disc which can be used with this device.";
12373;icecat_12373;0;;"Manual breast pump";;pc(s)
26702;icecat_26702;0;numerical;"Chromium Daily Value (DV) content (per 100 g)";;%
26364;icecat_26364;0;numerical;"Stair tread width";;mm
7453;icecat_7453;0;range;"Field of view";;m
31218;icecat_31218;0;y_n;"Call notifications";;
16443;icecat_16443;0;numerical;"Oven installation compartment height";"The size of the oven compartment from the top to the bottom.";mm
30494;icecat_30494;0;numerical;"Collar width";;mm
21586;icecat_21586;0;3d;"Inflated dimensions (WxDxH)";;m
5156;icecat_5156;0;text;"Hard diskdrive recording enhancements";;
15824;icecat_15824;0;;"Memory upgrade disclaimer";;
16753;icecat_16753;0;;"24-hour timer";;
1769;icecat_1769;0;alphanumeric;"Frequency band";"A small section of the spectrum of radio communication frequencies, in which channels are usually used or set aside for the same purpose e.g.for a channel on FM radio; for mobile networks to communicate with mobile phones.";GHz
6717;icecat_6717;0;text;"Call to voicemail (ex VAT)";;€
23352;icecat_23352;0;range;"Waist size range";;cm
14006;icecat_14006;0;;"AC power supply";;
28022;icecat_28022;0;numerical;"Number of hole saw arbors";;pc(s)
11358;icecat_11358;0;text;"Name of source";;
15498;icecat_15498;0;;Classification;;
29190;icecat_29190;0;numerical;"Ladder height";;mm
13150;icecat_13150;0;;"Replace with HQ7 every year";;
27470;icecat_27470;0;numerical;"Boom arm length (max)";;mm
29579;icecat_29579;0;numerical;"D/A Total Harmonic Distortion plus Noise (THD+N)";;dB
30599;icecat_30599;0;numerical;"Rolling pin diameter";;mm
25275;icecat_25275;0;y_n;"Camera motion detection";;
30512;icecat_30512;0;y_n;"ID tag included";;
8736;icecat_8736;0;numerical;"Damping factor";;
7927;icecat_7927;0;y_n;"IPMI LAN (RJ-45) port";;
21901;icecat_21901;0;dropdown;"Corner material";;
9949;icecat_9949;0;numerical;"Key width";;mm
22992;icecat_22992;0;y_n;"One hand operation";;
5954;icecat_5954;0;text;"Print speed (colour image, normal quality, 100% coverage, imperial vinyl media)";;ft²/h
4912;icecat_4912;0;numerical;"Width outer carton";;mm
20611;icecat_20611;0;dropdown;"with autosuggestion";;week(s)
25767;icecat_25767;0;dropdown;"Roof colour";;
21941;icecat_21941;0;numerical;"Wrist strap diameter (max)";;mm
22069;icecat_22069;0;text;"Hub bore diameter";;mm
24706;icecat_24706;0;numerical;"Eau de soin volume";;ml
20226;icecat_20226;0;;"iOs version";;
12308;icecat_12308;0;;"Nozzle dimensions";;cm
27155;icecat_27155;0;y_n;"Serving board included";;
614;icecat_614;0;text;"Graphics adapter";;
1173;icecat_1173;0;numerical;"Objective focal length";;mm
17105;icecat_17105;0;y_n;"Portrait mode";;
4516;icecat_4516;0;text;"On product user protocol";;
26745;icecat_26745;0;numerical;"Iron content (per 100 g)";;μg
15488;icecat_15488;0;;"SmartPower2 (high)";;W
13434;icecat_13434;0;;USP1;;
1415;icecat_1415;0;numerical;"Ports quantity";"The number of ports or external interfaces to which other equipment can be connected.";
20520;icecat_20520;0;;"Maximum width of interface";;mm
21957;icecat_21957;0;y_n;"LED light";;
13391;icecat_13391;0;;"Radiated output power";;mW
9863;icecat_9863;0;numerical;"Number of luminance levels";;
1649;icecat_1649;0;numerical;Width;"The measurement or extent of something from side to side.";mm
4602;icecat_4602;0;y_n;"Advanced layering technology";;
1356;icecat_1356;0;text;"PC card locking tabs";;
28473;icecat_28473;0;numerical;"Surfboard capacity";;
9641;icecat_9641;0;numerical;"Max output current (+12V2)";;A
30300;icecat_30300;0;multi_dropdown;"Lens modes";;
2550;icecat_2550;0;numerical;"CD capacity";;discs
16969;icecat_16969;0;y_n;Shank;;
1124;icecat_1124;0;numerical;"CD-ROM drive burst transfer rate (PIO mode 4)";;MB/s
9874;icecat_9874;0;y_n;Iris;;
15443;icecat_15443;0;;"IEEE 1394 connectivity";;
23835;icecat_23835;0;text;"Ventilation type";;
17692;icecat_17692;0;;"Floating ceramic plates";;
16195;icecat_16195;0;numerical;"Indoor unit width";"The size of an indoor unit, measured from one side to another.";mm
27689;icecat_27689;0;numerical;"Number of drive sockets";;
30565;icecat_30565;0;y_n;"Smart brush head recognition";;
1506;icecat_1506;0;textarea;"Receiver sensitivity";;
21346;icecat_21346;0;numerical;"On-board graphics adapter refresh rate at maximum resolution (HDMI)";;Hz
12312;icecat_12312;0;;"Bite resistant spouts";;pc(s)
8327;icecat_8327;0;numerical;"Included flash card size";;MB
18290;icecat_18290;0;;"Polish modes";;
4063;icecat_4063;0;numerical;"Magic Electronic Skip Protection (ESP) (MP3-CD)";;s
6719;icecat_6719;0;text;"Price per minute within contract (ex VAT)";;€
25862;icecat_25862;0;y_n;"Anti-jam mechanism";;
29000;icecat_29000;0;y_n;"Planetary rotation";;
17978;icecat_17978;0;numerical;"RJ-48 ports quantity";;
15213;icecat_15213;0;;"SyncML (DM) support";;
26592;icecat_26592;0;y_n;"Candle holder included";;
21443;icecat_21443;0;dropdown;"Standard RAL colour";;
23341;icecat_23341;0;y_n;"Intel Virtualization Technology for Itanium (VT-i)";;
10340;icecat_10340;0;y_n;"Hardware encryption";;
22039;icecat_22039;0;numerical;"F-box length";;mm
17452;icecat_17452;0;y_n;"Multimedia keys";;
5314;icecat_5314;0;y_n;"Auto digital tuning";;
20666;icecat_20666;0;y_n;"Switch pedal included";;
20632;icecat_20632;0;;"Ethernet features";;
26057;icecat_26057;0;y_n;"Cotton washing program";;
9226;icecat_9226;0;y_n;"Removable pan";;
24457;icecat_24457;0;;"Analog audio in (Inc TV CEC) / TV (CEC)";;
21818;icecat_21818;0;numerical;"Fan activation";;°C
16235;icecat_16235;0;;"Platinum Silver colour";;
2664;icecat_2664;0;text;"Recovery ROM";"Indicates if the controller supports the Recover ROM technology or not";
9957;icecat_9957;0;numerical;"Side sheet thickness";;mm
23109;icecat_23109;0;dropdown;"Post material";;
22706;icecat_22706;0;multi_dropdown;"Wallet carrying style";;
20533;icecat_20533;0;;"Vertical distance (min)";;
6032;icecat_6032;0;text;"Line code";;
9961;icecat_9961;0;dropdown;"Cable material";"The material e.g. copper, steel from which the cable is made.";
11216;icecat_11216;0;y_n;"Flash tube included";;
8778;icecat_8778;0;text;"Case type";"The size, shape and style of the case.";
4667;icecat_4667;0;y_n;"Detachable and washable inner lid";;
21016;icecat_21016;0;y_n;"Mixing bottle";;
24823;icecat_24823;0;numerical;"Cycle time (full load)";;min
19560;icecat_19560;0;y_n;"Blanket cover included";;
24879;icecat_24879;0;numerical;"Punch capacity (comb binding)";;sheets
28204;icecat_28204;0;y_n;"Drainage holes";;
29377;icecat_29377;0;dropdown;"Chromatic aberration type";;
30503;icecat_30503;0;dropdown;"Attachment type";;
13074;icecat_13074;0;;"Tap unit material";;
1927;icecat_1927;0;text;"Geographic coverage";;
13232;icecat_13232;0;;"Decalc automatic system";;
29171;icecat_29171;0;y_n;"Inflatable ring included";;
18415;icecat_18415;0;;"Sequential read/write";;
18287;icecat_18287;0;;"Sensitive modes";;
24992;icecat_24992;0;y_n;"Fire pit capability";;
30730;icecat_30730;0;numerical;"Maximum cartridge yield (black)";;pages
26886;icecat_26886;0;numerical;"Number of mailboxes";;
3074;icecat_3074;0;numerical;"Line-out maximum output";;dBV
5677;icecat_5677;0;numerical;"Hold time";;ms
19166;icecat_19166;0;;"Ongoing maintenance";;
8741;icecat_8741;0;text;"Cable standard";"The category of the cable, which is determined by performance characteristics and test requirements.";
23458;icecat_23458;0;numerical;"Maximum capacity";;discs
22884;icecat_22884;0;numerical;"Computer height supported (horizontal) (min)";;mm
5523;icecat_5523;0;y_n;"Shredding insert coarse";;
20181;icecat_20181;0;;"Overcharge protection";;
17671;icecat_17671;0;dropdown;"Head SAR category (EU)";;
25746;icecat_25746;0;y_n;"Individual channel setting";;
29575;icecat_29575;0;range;"A/D frequency range";;Hz
11461;icecat_11461;0;range;"Projection distance (wide)";;m
3058;icecat_3058;0;text;"Print sizes included";;
17133;icecat_17133;0;;"Product highlight";;
23340;icecat_23340;0;numerical;"Number of inserts included";;
18410;icecat_18410;0;;"Video bandwidth";;
26251;icecat_26251;0;multi_dropdown;"Measuring category";;
31361;icecat_31361;0;y_n;"Harness included";;
15886;icecat_15886;0;;"Dimensions (WxHxD) / Weight";;
26032;icecat_26032;0;numerical;"PCI Express power cable length";;mm
24063;icecat_24063;0;y_n;"Beach ball included";;
5175;icecat_5175;0;text;"PC network required";;
4455;icecat_4455;0;numerical;"Master carton depth";;mm
29135;icecat_29135;0;y_n;"Low thermal resistance";;
4400;icecat_4400;0;text;"Stand colour";;
12085;icecat_12085;0;;"Brush coating";;
14390;icecat_14390;0;;"Still image size (10M, 3:2 mode, 3888 x 2592)";;
9120;icecat_9120;0;y_n;"Dirtkiller nozzle";;
3626;icecat_3626;0;text;"Chokei sizes (3...40)";;
1003;icecat_1003;0;text;"Keyboard easy keys";;
30974;icecat_30974;0;y_n;"Smoke detection";;
20955;icecat_20955;0;numerical;"Maximum power @ rated voltage";;W
13535;icecat_13535;0;;"Number of columns";;
23942;icecat_23942;0;numerical;"Wireless range (North America)";;m
12659;icecat_12659;0;;"Tx power service 4.0";;
18523;icecat_18523;0;numerical;"Tent width";;mm
8207;icecat_8207;0;y_n;Scissors;"The product includes a pair of scissors, which is an instrument used for cutting cloth, paper, and other material, consisting of two blades laid one on top of the other and fastened in the middle so as to allow them to be opened and closed by a thumb and finger inserted through rings on the end of their handles.";
23200;icecat_23200;0;y_n;"Binding cord";;
12478;icecat_12478;0;;"Translucent pacifier";;pc(s)
28334;icecat_28334;0;y_n;"Padded back";;
879;icecat_879;0;text;"Fax modes";;
9251;icecat_9251;0;numerical;"Bitrate at maximum video resolution";;Mbit/s
1921;icecat_1921;0;textarea;"Video modes maximum refresh rate (non interlaced)";;
18952;icecat_18952;0;numerical;"Minimum load weight";;kg
21812;icecat_21812;0;y_n;"HDCP & EDID bypass";;
13802;icecat_13802;0;numerical;"Maximum glass thickness";;mm
15018;icecat_15018;0;;"Bottom heating element";;
12979;icecat_12979;0;;"Lockable length settings";;
20727;icecat_20727;0;;"PC selection";;
9670;icecat_9670;0;y_n;"Intel® vPro™ Technology";"<b>Leading-Edge Security for an Unwired Workplace</b>\nThe capabilities of Intel® vPro™ technology help IT leadership protect cloud and virtual environments from rootkits and malware threats while ensuring that their organization can keep up with workforce demands. Hardware-based features support centralized image management and administration, secure network storage, and out-of-band protection.";
26970;icecat_26970;0;multi_dropdown;"Engraver file formats supported";;
13742;icecat_13742;0;;"Main unit functions";;
20201;icecat_20201;0;;;;
17594;icecat_17594;0;numerical;"Noise level (silent mode, <30%)";;dB
20886;icecat_20886;0;numerical;"Back bench extender width";;mm
3298;icecat_3298;0;dropdown;"Maximum number of paper trays";;
16413;icecat_16413;0;text;Theme;"The 'look and feel' of the product e.g. different images on posters.";
25286;icecat_25286;0;numerical;"Number of bulbs per hue bridge (max)";;
9389;icecat_9389;0;y_n;"Massage pens";;
18884;icecat_18884;0;;"EPA AirSeal";;
21098;icecat_21098;0;dropdown;"Mechanical impact protection code";;
25679;icecat_25679;0;dropdown;"Included chair type";;
21989;icecat_21989;0;numerical;"Cranking rate";;A
13620;icecat_13620;0;;"FM antenna type";;
10125;icecat_10125;0;y_n;"Video messaging";;
30186;icecat_30186;0;numerical;"Line-out unbalanced impedance";;Ω
26313;icecat_26313;0;numerical;"Car seat weight (with base)";;g
29385;icecat_29385;0;numerical;"Number of hybrid aspherical elements";;
10410;icecat_10410;0;numerical;"Maximum number of cameras supported";"The total number of cameras that can be used with the product.";
11386;icecat_11386;0;multi_dropdown;"Intel Core i3/i5/i7 series";;
3172;icecat_3172;0;text;"Number of included PDU sticks";"Indicates the number of PDU sticks included";
22641;icecat_22641;0;numerical;"Working depth";;mm
22271;icecat_22271;0;y_n;"STUN server";;
5451;icecat_5451;0;y_n;"Pivoting shaving unit";;
16484;icecat_16484;0;;"Extension pipe";;
5654;icecat_5654;0;y_n;"Styling comb";;
7620;icecat_7620;0;dropdown;"Drum material";;
680;icecat_680;0;text;Typefaces;"List of typefaces included and any qualifications.";
19173;icecat_19173;0;;"Replacement foil";;
8526;icecat_8526;0;multi_dropdown;"Duplex system";"A duplex communication system is a point-to-point system composed of two connected parties or devices that can communicate with one another in both directions, simultaneously.";
19299;icecat_19299;0;numerical;"Chord width";;mm
27624;icecat_27624;0;numerical;"Thermal insulation weight";;g
20909;icecat_20909;0;range;"Table tilt range";;°
3042;icecat_3042;0;y_n;"Removable bowl";"The bowl can be removed from the product, for cleaning purposes or for ease of storage.";
31111;icecat_31111;0;numerical;"Inrush current (@50Hz)";;A
30455;icecat_30455;0;numerical;"Long arm size (min)";;mm
15435;icecat_15435;0;y_n;"Sunrise simulation";"Type of lamp, commonly used in winter, which produces different coloured lights in the morning to simulate a sunrise and help you to wake up.";
10768;icecat_10768;0;dropdown;"Power supply input type";;
11083;icecat_11083;0;numerical;"Maximum recirculating power";;m³/h
